"","avg_type","id","pos","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","pos_rank","tier","overall_ecr","pos_ecr","sd_ecr","adp","adp_sd","adp_diff","aav","aav_sd","uncertainty","first_name","last_name","team","position","age","exp","scoring_type"
"2924","robust","16620","WR",138.114162432673,9.93342,2.96416243267313,110.8875,149.6,-21.8858375673269,-28.04375,-33.9,177,178,211,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xavier","Worthy","KCC","WR",23,-4,"Half-PPR"
"2925","robust","15779","WR",135.15,20.16336,0.349999999999994,114.025,161.1,-24.85,-24.90625,-22.4,188,173,172,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romeo","Doubs","NEP","WR",26,-2,"Half-PPR"
"2926","robust","15761","WR",134.8,4.44780000000002,0.850000000000023,121.4,142.88,-25.2,-17.53125,-40.62,189,155,224,51,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Khalil","Shakir","BUF","WR",26,-2,"Half-PPR"
"2927","robust","12801","WR",133.95,13.12101,1.19999999999999,125.985,141.915,-26.05,-12.94625,-41.585,192,144,227,52,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyreek","Hill","FA","WR",32,4,"Half-PPR"
"2928","robust","14136","WR",132.75,12.377765940479,1.19999999999999,98.5875,154.624344374909,-27.25,-40.34375,-28.8756556250914,196,212,190,53,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deebo","Samuel","SFO","WR",30,1,"Half-PPR"
"2929","robust","16080","WR",131.55,27.4265662758621,0.987500000000011,85.0875,163.674482758621,-28.45,-53.84375,-19.8255172413793,201,234,165,54,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rashid","Shaheed","SEA","WR",28,-2,"Half-PPR"
"2930","robust","17499","WR",130.5625,18.2545125,0.512499999999989,117.7,154.23125,-29.4375,-21.23125,-29.26875,202,165,193,55,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Makai","Lemon","PHI","WR",22,-6,"Half-PPR"
"2931","robust","17075","WR",130.05,19.19967,6.25,107.8,148.175,-29.95,-31.13125,-35.325,203,186,213,56,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew","Golden","GBP","WR",23,-5,"Half-PPR"
"2932","robust","14833","WR",123.8,16.2159375,1.8,108.45625,144.65625,-36.2,-30.475,-38.84375,212,183,221,57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jerry","Jeudy","CLE","WR",27,0,"Half-PPR"
"2933","robust","17501","WR",122,18.725238,0.600000000000009,70.8875,140.75,-38,-68.04375,-42.75,214,258,229,58,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC","Concepcion","CLE","WR",22,-6,"Half-PPR"
"2934","robust","17088","WR",121.4,NA,1,121.4,121.4,-38.6,-17.53125,-62.1,216,155,262,59,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Theo","Wease","MIA","WR",25,-5,"Half-PPR"
"2935","robust","16809","WR",120.4,16.60512,2.71250000000001,104,135.8,-39.6,-34.93125,-47.7,218,196,236,60,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jalen","Coker","CAR","WR",25,-4,"Half-PPR"
"2936","robust","17083","WR",117.6875,8.46935249999999,1.98750000000001,102.46875,142.43125,-42.3125,-36.4625,-41.06875,222,200,225,61,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jayden","Higgins","HOU","WR",24,-5,"Half-PPR"
"2937","robust","16287","WR",115.7,9.19211999999999,5.24999999999997,103.1625,150.085,-44.3,-35.76875,-33.415,226,198,208,62,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tre","Tucker","LVR","WR",25,-3,"Half-PPR"
"2938","robust","13629","WR",110.45,34.203582,0.375,71.115,151.125,-49.55,-67.81625,-32.375,230,256,204,63,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calvin","Ridley","TEN","WR",32,2,"Half-PPR"
"2939","robust","16628","WR",110.075,4.96670999999999,0.725000000000023,100.45,124.82,-49.925,-38.48125,-58.68,232,205,253,64,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jalen","McMillan","TBB","WR",25,-4,"Half-PPR"
"2940","robust","17514","WR",109.35,31.65351,0.75,30.05,133.9125,-50.65,-108.88125,-49.5875,234,453,239,65,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De'Zhaun","Stribling","SFO","WR",24,-6,"Half-PPR"
"2941","robust","15786","WR",108.6,20.860182,1.87875,78.05,138.41,-51.4,-60.88125,-45.09,235,245,232,66,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jalen","Nailor","LVR","WR",27,-2,"Half-PPR"
"2942","robust","16193","WR",106.72125,34.33886925,1.20874999999998,59.760625,145.910625,-53.27875,-79.170625,-37.589375,238,290,219,67,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kayshon","Boutte","NEP","WR",24,-3,"Half-PPR"
"2943","robust","16626","WR",105.5125,23.27682,0.562500000000014,76.32,122.125,-54.4875,-62.61125,-61.375,239,248,261,68,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adonai","Mitchell","NYJ","WR",24,-4,"Half-PPR"
"2944","robust","14860","WR",104.95,26.130825,1.00000000000001,83.24375,138.35,-55.05,-55.6875,-45.15,240,238,233,69,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jauan","Jennings","MIN","WR",29,0,"Half-PPR"
"2945","robust","16684","WR",103.95,9.78515999999999,0.424999999999983,82.84,131.06,-56.05,-56.09125,-52.44,243,239,242,70,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malik","Washington","MIA","WR",25,-4,"Half-PPR"
"2946","robust","15293","WR",103.525,14.45535,0.00500000000000966,84.245,119.97,-56.475,-54.68625,-63.53,244,236,265,71,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rashod","Bateman","BAL","WR",27,-1,"Half-PPR"
"2947","robust","16204","WR",103.52,39.325965,0.544999999999987,34.3625,142.425,-56.48,-104.56875,-41.075,245,432,226,72,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tank","Dell","HOU","WR",27,-3,"Half-PPR"
"2948","robust","17511","WR",102.975,14.97426,2.23750000000001,37.92,133.59,-57.025,-101.01125,-49.91,246,414,240,73,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malachi","Fields","NYG","WR",23,-6,"Half-PPR"
"2949","robust","17500","WR",100.7375,25.8528375,2.28750000000001,45.05,126.14375,-59.2625,-93.88125,-57.35625,248,355,248,74,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Denzel","Boston","CLE","WR",23,-6,"Half-PPR"
"2950","robust","17502","WR",98.45,30.98634,0.299999999999983,52.7625,132.775,-61.55,-86.16875,-50.725,250,315,241,75,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Omar","Cooper Jr.","NYJ","WR",23,-6,"Half-PPR"
"2951","robust","17512","WR",98.15,17.605875,2.15000000000001,72.8125,111.975,-61.85,-66.11875,-71.525,252,254,284,76,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antonio","Williams","WAS","WR",22,-6,"Half-PPR"
"2952","robust","17509","WR",96,NA,1.04999999999998,96,96,-64,-42.93125,-87.5,256,215,319,77,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris","Brazzell II","CAR","WR",23,-6,"Half-PPR"
"2953","robust","17503","WR",94.95,9.11799,2.82500000000002,30.2625,105,-65.05,-108.66875,-78.5,259,450,296,78,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germie","Bernard","PIT","WR",23,-6,"Half-PPR"
"2954","robust","17506","WR",92.125,18.38424,0.0999999999999943,75.14,118.43,-67.875,-63.79125,-65.07,264,250,268,79,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris","Bell","MIA","WR",22,-6,"Half-PPR"
"2955","robust","16778","WR",92.025,14.97426,2.49166666666667,75.965,125.286666666667,-67.975,-62.96625,-58.2133333333334,265,249,250,80,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan","Flournoy","DAL","WR",27,-4,"Half-PPR"
"2956","robust","17072","WR",89.5333333333333,26.24202,0.283333333333331,69.3933333333333,140.713333333333,-70.4666666666667,-69.5379166666667,-42.7866666666667,269,261,230,81,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tre","Harris","LAC","WR",24,-5,"Half-PPR"
"2957","robust","13164","WR",89.25,4.67018999999999,2.95000000000002,78.74375,115.3,-70.75,-60.1875,-68.2,271,243,274,82,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cooper","Kupp","SEA","WR",33,3,"Half-PPR"
"2958","robust","17074","WR",86.3,17.93946,0.049999999999983,67.89,113.205,-73.7,-71.04125,-70.295,275,266,281,83,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Travis","Hunter","JAC","WR",23,-5,"Half-PPR"
"2959","robust","14974","WR",86.25,39.88194,2.40000000000001,54.4125,126.505,-73.75,-84.51875,-56.995,277,304,247,84,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darnell","Mooney","NYG","WR",29,0,"Half-PPR"
"2960","robust","13633","WR",83.85,29.815086,0.625,53.012,112.72,-76.15,-85.91925,-70.78,283,311,282,85,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christian","Kirk","SFO","WR",30,2,"Half-PPR"
"2961","robust","14122","WR",83.225,21.94248,0.3125,69.06,98.58,-76.775,-69.87125,-84.92,285,262,310,86,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Darius","Slayton","NYG","WR",29,1,"Half-PPR"
"2962","robust","16619","WR",82.9125,45.14517,2.11249999999998,44.12,119.285,-77.0875,-94.81125,-64.215,286,363,266,87,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Troy","Franklin","DEN","WR",23,-4,"Half-PPR"
"2963","robust","17599","WR",80.8,23.0729625,0.075000000000017,23.43125,99.93125,-79.2,-115.5,-83.56875,290,508,307,88,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caleb","Douglas","MIA","WR",23,-6,"Half-PPR"
"2964","robust","17157","WR",80.725,25.760175,0.150000000000006,61.04375,120.58125,-79.275,-77.8875,-62.91875,291,286,263,89,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isaac","TeSlaa","DET","WR",24,-5,"Half-PPR"
"2965","robust","16639","WR",80.575,7.70951999999999,2.02499999999998,70.545,88.89,-79.425,-68.38625,-94.61,292,259,344,90,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xavier","Legette","CAR","WR",25,-4,"Half-PPR"
"2966","robust","16788","WR",78.55,29.518566,0.183333333333337,50.269375,117.4,-81.45,-88.661875,-66.1,300,328,273,91,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devaughn","Vele","NOS","WR",29,-4,"Half-PPR"
"2967","robust","15788","WR",78.3666666666667,9.34038000000002,1.92166666666668,68.07,124.875,-81.6333333333333,-70.86125,-58.625,302,264,252,92,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jalen","Tolbert","MIA","WR",27,-2,"Half-PPR"
"2968","robust","15759","WR",76.445,79.400643,0.0241666666666447,28.2455,124.6445,-83.555,-110.68575,-58.8555,306,471,255,93,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John","Metchie","CAR","WR",26,-2,"Half-PPR"
"2969","robust","15787","WR",76.4208333333333,12.416775,0.220833333333346,64.305,92.7775,-83.5791666666667,-74.62625,-90.7225,307,274,330,94,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyquan","Thornton","KCC","WR",26,-2,"Half-PPR"
"2970","robust","17082","WR",76.2,12.6021,0.225000000000009,59.7,111.74,-83.8,-79.23125,-71.76,308,291,285,95,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pat","Bryant","DEN","WR",24,-5,"Half-PPR"
"2971","robust","16207","WR",75.975,6.52344000000003,0.8125,64.99,84.84,-84.025,-73.94125,-98.66,309,273,355,96,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andrei","Iosivas","CIN","WR",27,-3,"Half-PPR"
"2972","robust","16191","WR",75.1625,26.61267,2.90416666666667,41.49,98.055,-84.8375,-97.44125,-85.445,313,392,312,97,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cedric","Tillman","CLE","WR",26,-3,"Half-PPR"
"2973","robust","14840","WR",72.2583333333333,44.7251,2.53333333333332,24.915,113.243333333333,-87.7416666666667,-114.01625,-70.2566666666667,324,499,280,98,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon","Aiyuk","SFO","WR",28,0,"Half-PPR"
"2974","robust","17517","WR",69.725,42.92127,2.12500000000001,12.375,117.65625,-90.275,-126.55625,-65.84375,328,540,270,99,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ja'Kobi","Lane","BAL","WR",22,-6,"Half-PPR"
"2975","robust","17078","WR",67.6,31.57938,2.09999999999999,43.24,89.86,-92.4,-95.69125,-93.64,337,373,339,100,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jack","Bech","LVR","WR",24,-5,"Half-PPR"
"2976","robust","17080","WR",65.5,28.502985,0.199999999999989,33.4175,134.971666666667,-94.5,-105.51375,-48.5283333333334,345,435,237,101,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaylin","Noel","HOU","WR",24,-5,"Half-PPR"
"2977","robust","16189","WR",65.3,14.23296,0.500000000000014,56.66,73.94,-94.7,-82.27125,-109.56,346,298,378,102,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marvin","Mims","DEN","WR",24,-3,"Half-PPR"
"2978","robust","17507","WR",64.8,63.40586,0.987500000000011,12.04,117.553333333333,-95.2,-126.89125,-65.9466666666667,347,542,271,103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zachariah","Branch","ATL","WR",22,-6,"Half-PPR"
"2979","robust","16617","WR",63.8125,15.456105,0.91249999999998,47.665,85.5575,-96.1875,-91.26625,-97.9425,348,343,354,104,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keon","Coleman","BUF","WR",23,-4,"Half-PPR"
"2980","robust","17171","WR",62.9,29.72613,0.300000000000004,24.9,97.94,-97.1,-114.03125,-85.56,354,501,314,105,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chimere","Dike","TEN","WR",25,-5,"Half-PPR"
"2981","robust","16195","WR",62.6,17.89004,0.250000000000007,39.5933333333333,78.2133333333333,-97.4,-99.3379166666667,-105.286666666667,358,405,368,106,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dontayvion","Wicks","PHI","WR",25,-3,"Half-PPR"
"2982","robust","17073","WR",62.35,44.478,0.399999999999991,14.58,108.54,-97.65,-124.35125,-74.96,359,535,292,107,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elic","Ayomanor","TEN","WR",23,-5,"Half-PPR"
"2983","robust","12785","WR",61.95,27.65049,0.8125,45.165,78.735,-98.05,-93.76625,-104.765,362,353,367,108,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Demarcus","Robinson","SFO","WR",32,4,"Half-PPR"
"2984","robust","14315","WR",61.1375,15.86382,2.6875,44.4525,84.365,-98.8625,-94.47875,-99.135,366,359,356,109,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ashton","Dulin","IND","WR",29,1,"Half-PPR"
"2985","robust","15755","WR",58.45,16.123275,0.950000000000003,41.7025,110.145,-101.55,-97.22875,-73.355,372,391,288,110,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jahan","Dotson","ATL","WR",26,-2,"Half-PPR"
"2986","robust","15981","WR",57.5,1.70499,3.2625,53.515,66.205,-102.5,-85.41625,-117.295,376,308,400,111,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KaVontae","Turpin","DAL","WR",30,-2,"Half-PPR"
"2987","robust","15292","WR",54.2375,12.82449,0.300000000000004,20.55,71.985,-105.7625,-118.38125,-111.515,385,520,383,112,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dyami","Brown","WAS","WR",27,-1,"Half-PPR"
"2988","robust","16201","WR",53.9375,22.53552,0.837500000000006,31.205,75.2875,-106.0625,-107.72625,-108.2125,387,447,375,113,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xavier","Hutchinson","HOU","WR",26,-3,"Half-PPR"
"2989","robust","17520","WR",53.1,43.44018,0.0291666666666544,26.43,80.25,-106.9,-112.50125,-103.25,393,492,366,114,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ted","Hurst","TBB","WR",22,-6,"Half-PPR"
"2990","robust","14592","WR",53.0708333333333,26.66209,0.545833333333341,29.3608333333333,81.115,-106.929166666667,-109.570416666667,-102.385,394,457,364,115,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Olamide","Zaccheaus","ATL","WR",29,1,"Half-PPR"
"2991","robust","15777","WR",52.525,42.62475,0.249999999999993,15.85,91.34,-107.475,-123.08125,-92.16,397,530,335,116,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calvin","Austin III","NYG","WR",27,-2,"Half-PPR"
"2992","robust","16635","WR",52.275,24.16638,0.225000000000009,36.03,71.04,-107.725,-102.90125,-112.46,398,425,386,117,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luke","McCaffrey","WAS","WR",25,-4,"Half-PPR"
"2993","robust","16751","WR",52.05,52.40991,0.649999999999991,20.235,83.865,-107.95,-118.69625,-99.635,400,522,359,118,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bub","Means","NOS","WR",25,-4,"Half-PPR"
"2994","robust","15301","WR",51.4,17.457615,0.349999999999994,32.8625,94.71,-108.6,-106.06875,-88.79,403,439,324,119,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tutu","Atwell","MIA","WR",27,-1,"Half-PPR"
"2995","robust","17098","WR",51.05,10.143455,0.500000000000014,40.2925,96.3,-108.95,-98.63875,-87.2,405,401,317,120,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tory","Horton","SEA","WR",24,-5,"Half-PPR"
"2996","robust","16342","WR",50.55,5.33735999999999,2.1875,41.72,55.94,-109.45,-97.21125,-127.56,407,390,427,121,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Demario","Douglas","NEP","WR",26,-3,"Half-PPR"
"2997","robust","14105","WR",48.3625,13.602855,0.649999999999991,33.24,97.9575,-111.6375,-105.69125,-85.5425,418,436,313,122,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marquise","Brown","PHI","WR",29,1,"Half-PPR"
"2998","robust","15319","WR",47.7125,13.009815,1.175,34.49,72.8175,-112.2875,-104.44125,-110.6825,425,430,380,123,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua","Palmer","BUF","WR",27,-1,"Half-PPR"
"2999","robust","13289","WR",46.5375,29.28135,0.375000000000014,26.425,70.39,-113.4625,-112.50625,-113.11,438,493,389,124,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mack","Hollins","NEP","WR",33,3,"Half-PPR"
"3000","robust","13418","WR",46.1625,2.29802999999999,2.26249999999999,42.605,53.18,-113.8375,-96.32625,-130.32,440,378,436,125,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kendrick","Bourne","ARI","WR",31,3,"Half-PPR"
"3001","robust","13066","WR",43.9,5.04084000000001,0.200000000000003,37.72,48.16,-116.1,-101.21125,-135.34,447,417,468,126,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalif","Raymond","CHI","WR",32,4,"Half-PPR"
"3002","robust","12658","WR",43.7,NA,0.100000000000001,43.7,43.7,-116.3,-95.23125,-139.8,448,368,480,127,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sterling","Shepard","TBB","WR",33,4,"Half-PPR"
"3003","robust","17528","WR",43.6,NA,0.300000000000004,43.6,43.6,-116.4,-95.33125,-139.9,449,370,481,128,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin","Coleman","MIA","WR",23,-6,"Half-PPR"
"3004","robust","15109","WR",43.3,17.7912,0.724999999999994,14.82,60.9,-116.7,-124.11125,-122.6,451,533,411,129,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nick","Westbrook-Ikhine","IND","WR",29,0,"Half-PPR"
"3005","robust","17529","WR",42.575,4.96671,2.125,23.735,86.735,-117.425,-115.19625,-96.765,455,505,348,130,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brenen","Thompson","LAC","WR",23,-6,"Half-PPR"
"3006","robust","16621","WR",40.45,8.89560000000001,3.05,29.98,47.8,-119.55,-108.95125,-135.7,461,454,470,131,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devontez","Walker","BAL","WR",25,-4,"Half-PPR"
"3007","robust","13348","WR",37.4,NA,0.6875,37.4,37.4,-122.6,-101.53125,-146.1,472,418,496,132,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David","Moore","CAR","WR",31,3,"Half-PPR"
"3008","robust","17353","WR",36.7125,13.41753,0.112500000000004,14.555,81.29,-123.2875,-124.37625,-102.21,474,536,363,133,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jahdae","Walker","CHI","WR",24,-5,"Half-PPR"
"3009","robust","17096","WR",36.6,5.1891,0.712499999999999,28.35,53.01,-123.4,-110.58125,-130.49,475,469,440,134,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Savion","Williams","GBP","WR",25,-5,"Half-PPR"
"3010","robust","15752","WR",35.8875,12.67623,1.4875,21.305,61.49,-124.1125,-117.62625,-122.01,477,517,410,135,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treylon","Burks","WAS","WR",26,-2,"Half-PPR"
"3011","robust","17519","WR",34.4,NA,0.175000000000004,34.4,34.4,-125.6,-104.53125,-149.1,483,431,502,136,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryce","Lance","NOS","WR",24,-6,"Half-PPR"
"3012","robust","17076","WR",34.225,10.89711,3.025,27.135,42.075,-125.775,-111.79625,-141.425,484,483,485,137,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isaiah","Bond","CLE","WR",22,-5,"Half-PPR"
"3013","robust","17184","WR",31.2,29.94852,0.0750000000000028,13.02,49.38,-128.8,-125.91125,-134.12,489,539,459,138,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaylin","Lane","WAS","WR",24,-5,"Half-PPR"
"3014","robust","16633","WR",31.125,1.92738000000001,0.924999999999997,27.94,33.07,-128.875,-110.99125,-150.43,490,474,512,139,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan","Whittington","LAR","WR",26,-4,"Half-PPR"
"3015","robust","13176","WR",30.2,NA,0.449999999999999,30.2,30.2,-129.8,-108.73125,-153.3,495,452,525,140,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zay","Jones","ARI","WR",31,3,"Half-PPR"
"3016","robust","13634","WR",29.75,NA,0.237500000000001,29.75,29.75,-130.25,-109.18125,-153.75,497,456,529,141,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dante","Pettis","BUF","WR",31,2,"Half-PPR"
"3017","robust","17079","WR",29.5125,9.78516,0.512499999999999,20.26,44.065,-130.4875,-118.67125,-139.435,499,521,478,142,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tez","Johnson","TBB","WR",24,-5,"Half-PPR"
"3018","robust","11679","WR",29,NA,0.175000000000001,29,29,-131,-109.93125,-154.5,502,463,531,143,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Odell","Beckham","NYG","WR",34,6,"Half-PPR"
"3019","robust","17087","WR",28.825,13.04688,0.875000000000004,20.88,36.81,-131.175,-118.05125,-146.69,504,519,497,144,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dont'e","Thornton","LVR","WR",24,-5,"Half-PPR"
"3020","robust","15765","WR",27.95,NA,0.0999999999999979,27.95,27.95,-132.05,-110.98125,-155.55,511,473,534,145,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin","Austin","NOS","WR",26,-2,"Half-PPR"
"3021","robust","14858","WR",27.85,NA,0.315000000000005,27.85,27.85,-132.15,-111.08125,-155.65,512,476,535,146,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van","Jefferson","WAS","WR",30,0,"Half-PPR"
"3022","robust","17134","WR",27.535,10.726611,1.16,21.0235,34.0465,-132.465,-117.90775,-149.4535,514,518,503,147,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyle","Williams","NEP","WR",24,-5,"Half-PPR"
"3023","robust","17505","WR",26.375,37.250325,2.845,3.7625,48.9875,-133.625,-135.16875,-134.5125,516,582,463,148,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elijah","Sarratt","BAL","WR",23,-6,"Half-PPR"
"3024","robust","16634","WR",23.53,NA,0.579999999999998,23.53,23.53,-136.47,-115.40125,-159.97,525,507,553,149,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xavier","Weaver","ARI","WR",26,-4,"Half-PPR"
"3025","robust","14118","WR",22.95,NA,1.1,22.95,22.95,-137.05,-115.98125,-160.55,526,512,554,150,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lil'Jordan","Humphrey","DEN","WR",28,1,"Half-PPR"
"3026","robust","13172","WR",21.85,NA,0.199999999999999,21.85,21.85,-138.15,-117.08125,-161.65,528,516,555,151,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noah","Brown","WAS","WR",30,3,"Half-PPR"
"3027","robust","17254","WR",21.65,10.89711,0.300000000000001,9.575,30.365,-138.35,-129.35625,-153.135,529,553,524,152,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Konata","Mumpfield","LAR","WR",24,-5,"Half-PPR"
"3028","robust","16629","WR",21.35,31.95003,0.0625,1.955,40.745,-138.65,-136.97625,-142.755,530,586,489,153,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman","Wilson","PIT","WR",25,-4,"Half-PPR"
"3029","robust","17086","WR",21.2875,1.03782,0.1875,17.62,29.815,-138.7125,-121.31125,-153.685,531,528,528,154,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jalen","Royals","KCC","WR",23,-5,"Half-PPR"
"3030","robust","16451","WR",21.1,20.60814,0.290000000000003,8.59,33.61,-138.9,-130.34125,-149.89,532,562,506,155,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyrell","Shavers","BUF","WR",27,-3,"Half-PPR"
"3031","robust","17508","WR",20.81,19.42206,0.0850000000000009,9.02,32.6,-139.19,-129.91125,-150.9,534,557,514,156,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skyler","Bell","BUF","WR",24,-6,"Half-PPR"
"3032","robust","16630","WR",20.725,20.496945,1.0375,8.2825,33.1675,-139.275,-130.64875,-150.3325,535,564,508,157,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isaiah","Williams","NYJ","WR",25,-4,"Half-PPR"
"3033","robust","17205","WR",19.6875,3.55824,0.0375000000000014,8.655,25.26,-140.3125,-130.27625,-158.24,537,560,545,158,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KeAndre","Lambert-Smith","LAC","WR",25,-5,"Half-PPR"
"3034","robust","16636","WR",19.65,NA,0.125,19.65,19.65,-140.35,-119.28125,-163.85,538,523,556,159,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malachi","Corley","CLE","WR",24,-4,"Half-PPR"
